well_name,metric_month,Net_Operating_Profit_to_WI_Owners,Oil_Production_Tax,Oil_Sales_Bbls,Total_Revenue,Total_WI_Expenses,Workover_Cost
Addie Hinds 1H,01-09-2023,12799.37,1329.17,352.71,28847.29,7674.09,0
Addie Hinds 2H,01-09-2023,13644.8,1444.96,383.44,31360.21,8612.14,0
Briscoe Dickerson 1H,01-09-2023,5358.87,1158.72,307.48,25147.99,12091.43,0
Briscoe Dickerson 2H,01-09-2023,6116.81,1248.89,331.41,27104.91,12554.1,0
Carter Unit 7H,01-09-2023,5570.18,1137.39,301.82,24684.65,11948.98,0
Carter Unit 8H,01-09-2023,-32816.67,859.64,228.11,18656.73,46057.7,37794.19
Conley Hickman 2H,01-09-2023,7032.87,1411.81,374.64,30640.68,14673.29,0
Cora Malone 1H,01-09-2023,7866.9,2163.35,574.07,46951.46,25455.45,6856.47
Cora Malone 3H,01-09-2023,9651.5,1345.7,357.1,29205.94,11076.51,1003.42
Cora Malone 4H,01-09-2023,13850.17,3296.42,874.74,71542.57,36924.96,10259.49
Davis B Wilson 2H,01-09-2023,13844.56,1212.89,321.85,26323.38,4837.64,0
Davis B Wilson 3H,01-09-2023,17078.29,1389.18,368.63,30149.51,4319.4,0
Davis B Wilson 4H,01-09-2023,-7048.32,1551.91,411.82,33681.15,30952.47,24883.73
Davis B Wilson 5H,01-09-2023,20665.43,2133.2,566.07,46296.94,12192.39,0
Floy Gray 1H,01-09-2023,53215.98,3926.11,1041.83,85208.54,9057.74,0
Floy Gray 2H,01-09-2023,20917.46,1683.28,446.68,36532.23,5781.7,0
Floyd Tiller 1H,01-09-2023,1908.71,361.76,96,7851.27,3663.49,0
Floyd Tiller 3H,01-09-2023,7879.66,1129.44,299.71,24512.37,9517.24,0
Floyd Tiller 5H,01-09-2023,4485.43,544.29,144.43,11812.79,3872.24,0
Floyd Tiller 6H,01-09-2023,17964.72,1485.5,394.19,32239.78,4845.26,0
Floyd Tiller 7H,01-09-2023,23098.77,2482.25,658.69,53872.56,15135.61,0
Floyd Tiller 9H,01-09-2023,12581.29,1151.02,305.44,24980.81,5092.9,0
Floyd Tiller 10H,01-09-2023,24762.32,2892.69,767.6,62779.95,19793.8,0
Floyd Tiller 12H,01-09-2023,2803.15,485.92,128.94,10546.02,4658.27,0
J.B. Northcutt 2H,01-09-2023,13766.63,1605.46,426.03,34843.58,10962.53,0
J.B. Northcutt A 3H,01-09-2023,5248.73,719.58,190.95,15617.23,5924.5,0
J.B. Northcutt 6H,01-09-2023,9149.9,1156.61,306.92,25102.2,8665.62,0
J.L. New 1H,01-09-2023,35481.57,2738.93,726.81,59443.61,9856,0
Mary B Johnson 1BH,01-09-2023,33113.63,2501.57,663.82,54291.53,5543.64,0
Mary B Johnson 4H,01-09-2023,11923.47,1221.62,324.17,26512.76,6893.13,0
Mary B Johnson 5H,01-09-2023,11129.85,1120.17,297.25,24311.01,6124.13,0
Mary B Johnson 6H,01-09-2023,25714.46,2483.81,659.11,53906.22,12543.81,0
Mary B Johnson 7H,01-09-2023,12325.95,1126.93,299.04,24457.79,5032.21,0
Merriweather South 5H,01-09-2023,17155.16,1975,524.09,42863.75,13266.06,0
Mose Baggett A 1H,01-09-2023,16882.98,2142.47,568.53,46498.36,16117.8,7974.1
Moses Baggett 2H,01-09-2023,25011.57,3035.59,805.53,65881.49,22122.86,0
Moses Baggett 3H,01-09-2023,15821.97,1827.65,484.98,39665.45,12556.37,0
Moses Watson 1H,01-09-2023,-3423.68,852.58,226.24,18503.63,16556.06,4274.18
Moses Watson 2H,01-09-2023,-14704.91,576.32,152.93,12507.81,23581.94,3610.31
Moses Watson 3H,01-09-2023,-122250.45,1402.98,372.3,30449.04,143860.72,128866.43
Northcutt Dye 1H,01-09-2023,4156.5,685.29,181.85,14872.82,6399.02,0
Northcutt Dye 2H,01-09-2023,22870.85,1784.02,473.41,38718.56,4608.45,0
Northcutt Dye 3H,01-09-2023,11057.41,1063.85,282.3,23088.85,5329.18,0
R.W. Carter 4BH,01-09-2023,4873,702.52,186.42,15246.73,6196.11,0
R.W. Carter 5BH,01-09-2023,-5324.83,0,0,0,5324.83,0
Salt Flat Field,01-09-2023,0,0,0,0,0,0
Smith B Unit 2H,01-09-2023,2274.66,755.46,200.47,16395.81,9355.62,0
Smith B Unit 3H,01-09-2023,13096.25,1394.25,369.98,30259.58,8376.46,0
Smith Heirs Lease,01-09-2023,-1100,0,0,0,1100,0
Smith Northcutt 2H,01-09-2023,37109.79,3518.12,933.57,76353.89,17019.57,0
Tiller Briscoe 9H,01-09-2023,13246.66,1742.45,462.38,37816.67,13592.56,0
W.H. New 1H,01-09-2023,2109.68,623.6,165.48,13534.11,7431.19,0
W.H. New 2H,01-09-2023,-35417.59,1211.62,321.52,26295.85,54105.34,39455.96
W.H. New 3H,01-09-2023,6719.17,934.02,247.85,20271.21,7687.03,0
Wilson Malone 2H,01-09-2023,0,0,0,0,0,0
Addie Hinds 1H,01-10-2023,12771.63,1403.19,389.55,30451.26,8840.21,0
Addie Hinds 2H,01-10-2023,13719.32,1525.43,423.49,33103.9,9774.97,0
Briscoe Dickerson 1H,01-10-2023,672.28,1024.51,284.42,22233.34,14755.49,0
Briscoe Dickerson 2H,01-10-2023,-388.74,1104.23,306.56,23963.45,16895.63,0
Carter Unit 7H,01-10-2023,12276.32,2400.38,666.39,52091.61,24693.92,0
Carter Unit 8H,01-10-2023,15673.44,1814.21,503.66,39370.97,12268.78,-6875.23
Conley Hickman 2H,01-10-2023,8188.09,1510.24,419.27,32774.26,15029.38,0
Cora Malone 1H,01-10-2023,12240.42,2141.23,594.45,46467.74,20738.39,0
Cora Malone 3H,01-10-2023,9963.97,1331.94,369.77,28905.05,10550.38,0
Cora Malone 4H,01-10-2023,24530.16,3262.71,905.79,70805.51,25721.69,0
Davis B Wilson 2H,01-10-2023,13919.1,1308.33,363.22,28392.64,6231.61,0
Davis B Wilson 3H,01-10-2023,17958.45,1498.5,416.01,32519.55,5121.25,0
Davis B Wilson 4H,01-10-2023,3588.5,1674.03,464.74,36328.81,22194.67,12284.79
Davis B Wilson 5H,01-10-2023,21367.68,2301.07,638.82,49936.31,14072.92,0
Floy Gray 1H,01-10-2023,32522.5,2882.18,800.15,62547.26,13189.32,1985.44
Floy Gray 2H,01-10-2023,12798.75,1235.7,343.05,26816.45,6799.71,0
Floyd Tiller 1H,01-10-2023,3116.75,468.15,129.97,10159.56,4093.53,0
Floyd Tiller 3H,01-10-2023,9585.39,1256.19,348.74,27261.07,9762.33,0
Floyd Tiller 5H,01-10-2023,5194.2,605.37,168.06,13137.42,4100.45,0
Floyd Tiller 6H,01-10-2023,16406.26,1422.38,394.88,30867.62,5432.79,0
Floyd Tiller 7H,01-10-2023,30555.46,3212.3,891.79,69711.21,18919.63,0
Floyd Tiller 9H,01-10-2023,14541.25,1280.19,355.41,27781.97,5114.75,0
Floyd Tiller 10H,01-10-2023,21637.71,2769.77,768.94,60107.98,21021.88,0
Floyd Tiller 12H,01-10-2023,2357.78,465.28,129.17,10097.17,4785.92,0
J.B. Northcutt 2H,01-10-2023,9794.11,1399.58,388.55,30372.82,11762.01,0
J.B. Northcutt A 3H,01-10-2023,11616.13,1220.24,338.76,26480.8,7329.19,0
J.B. Northcutt 6H,01-10-2023,6354.89,1008.29,279.92,21881.35,9174.72,0
J.L. New 1H,01-10-2023,31071.1,2632.82,730.92,57135.87,12506.17,0
Mary B Johnson 1BH,01-10-2023,32468.79,2602.5,722.5,56477.84,7745.05,0
Mary B Johnson 4H,01-10-2023,11315.49,1270.9,352.83,27580.42,8258.8,0
Mary B Johnson 5H,01-10-2023,10504.36,1165.36,323.53,25290.01,7444.32,0
Mary B Johnson 6H,01-10-2023,24944.58,2584.03,717.37,56077.01,14854.31,0
Mary B Johnson 7H,01-10-2023,11744.04,1172.4,325.48,25442.7,6313.09,0
Merriweather South 5H,01-10-2023,5839.59,1303.4,361.85,28285.74,14235.25,0
Mose Baggett A 1H,01-10-2023,1883.11,996.65,276.69,21628.8,13467.27,3763.56
Moses Baggett 2H,01-10-2023,19916.42,3099.97,860.61,67273.72,28213.91,0
Moses Baggett 3H,01-10-2023,9646.19,1866.41,518.15,40503.67,19331.76,0
Moses Watson 1H,01-10-2023,11406.71,1644.15,456.45,35680.23,13916.33,1474.09
Moses Watson 2H,01-10-2023,435.74,1111.39,308.54,24118.61,16681.58,996.27
Moses Watson 3H,01-10-2023,5540.51,2705.56,751.11,58714.38,36130.03,14077.14
Northcutt Dye 1H,01-10-2023,3522.27,717.88,199.3,15578.98,7534.53,0
Northcutt Dye 2H,01-10-2023,21500.25,1868.86,518.83,40556.94,7283.68,0
Northcutt Dye 3H,01-10-2023,10351.1,1114.45,309.39,24185.12,6813.44,0
R.W. Carter 4BH,01-10-2023,28375.66,2138.47,593.68,46407.85,5316.24,0
R.W. Carter 5BH,01-10-2023,2937.32,535.23,148.59,11615.25,5320.21,0
Salt Flat Field,01-10-2023,0,0,0,0,0,0
Smith B Unit 2H,01-10-2023,4236.37,858.15,238.24,18622.95,8973.74,0
Smith B Unit 3H,01-10-2023,14459.36,1583.76,439.68,34369.92,9930.06,0
Smith Heirs Lease,01-10-2023,-905,0,0,0,905,0
Smith Northcutt 2H,01-10-2023,37387.2,3714.3,1031.16,80605.56,19755.98,0
Tiller Briscoe 9H,01-10-2023,1504.74,1727.08,479.47,37480.07,25095.62,5147.19
W.H. New 1H,01-10-2023,14935.23,1483.51,411.85,32194.24,7759.89,0
W.H. New 2H,01-10-2023,15489.22,1515.77,420.81,32894.28,7887.76,0
W.H. New 3H,01-10-2023,9930.95,1168.49,324.39,25357.86,8090.09,0
Wilson Malone 2H,01-10-2023,0,0,0,0,0,0
Addie Hinds 1H,01-11-2023,2826.11,1132.67,349.3,24575.64,14615.45,0
Addie Hinds 1H,01-12-2023,6375.93,1023.57,349.21,22203.94,9382.27,0
Addie Hinds 1H,01-01-2024,8757.42,1056.72,349.89,22924.64,7512.23,0
Addie Hinds 1H,01-02-2024,9749.37,1145.8,361.61,24858.9,7893.13,0
Addie Hinds 1H,01-03-2024,10106.29,1089.26,324.25,23634.75,6667.57,0
Addie Hinds 1H,01-04-2024,12854.99,1275.73,359.63,27684.46,6793.03,0
Addie Hinds 1H,01-05-2024,16029.88,1312.8,398.34,28481.29,4183.48,0
Addie Hinds 1H,01-06-2024,3714.84,1124.16,344.11,24390.93,13595.56,0
Addie Hinds 1H,01-07-2024,9000.58,1159.96,346.62,25170.49,8863.21,0
Addie Hinds 1H,01-08-2024,5711.65,1113.91,355.18,24167.22,11440,0
Addie Hinds 1H,01-09-2024,4662.64,1049.58,366.4,22766.36,11494.65,0
Addie Hinds 1H,01-10-2024,6245.54,996.65,321.34,21620.86,9098.87,0
Addie Hinds 2H,01-11-2023,3436.69,1231.33,379.72,26716.45,15524.1,0
Addie Hinds 2H,01-12-2023,6419.81,1112.73,379.64,24138.16,10711.05,0
Addie Hinds 2H,01-01-2024,3857.03,1148.77,380.37,24921.64,13829.97,5257.63
Addie Hinds 2H,01-02-2024,10267.86,1245.58,393.12,27024.4,8911.53,0
Addie Hinds 2H,01-03-2024,10830.63,1184.11,352.5,25693.61,7404.45,0
Addie Hinds 2H,01-04-2024,13591.41,1386.87,390.95,30096.09,7768.29,0
Addie Hinds 2H,01-05-2024,17546.65,1426.99,433.06,30962.38,4427.68,0
Addie Hinds 2H,01-06-2024,3580.04,1222.06,374.09,26515.66,15238.34,0
Addie Hinds 2H,01-07-2024,9667.82,1261.06,376.81,27363.12,9752.04,0
Addie Hinds 2H,01-08-2024,5946.31,1210.94,386.11,26272.45,12699.43,0
Addie Hinds 2H,01-09-2024,4703.49,1139,397.64,24706.89,12830.94,0
Addie Hinds 2H,01-10-2024,6644.48,1083.39,349.34,23504.58,10036.81,0
Briscoe Dickerson 1H,01-11-2023,-8943.25,547.11,168.72,11870.77,17180.34,0
Briscoe Dickerson 1H,01-12-2023,-517.33,267.42,91.24,5801.27,4542.78,0
Briscoe Dickerson 1H,01-01-2024,-19203.9,541.48,179.29,11746.94,27355.03,0
Briscoe Dickerson 1H,01-02-2024,-13226.41,287.55,90.75,6238.72,17555.4,0
Briscoe Dickerson 1H,01-03-2024,-6767.18,568.28,169.17,12330.84,15323.5,0
Briscoe Dickerson 1H,01-04-2024,-13950.48,526.78,148.5,11431.5,21882.78,0
Briscoe Dickerson 1H,01-05-2024,-16334.13,221.83,67.31,4812.52,19673.5,0
Briscoe Dickerson 1H,01-06-2024,-12793.71,358.36,109.7,7775.63,18189.17,0
Briscoe Dickerson 1H,01-07-2024,-16230.24,575.16,171.86,12480.2,24890.22,5218
Briscoe Dickerson 1H,01-08-2024,-827.41,923.15,294.35,20028.49,14725.09,0
Briscoe Dickerson 1H,01-09-2024,-4355.87,100.54,35.1,2180.86,5869.12,0
Briscoe Dickerson 1H,01-10-2024,-8463.91,124.3,40.08,2696.72,10335.17,3288
Briscoe Dickerson 2H,01-11-2023,-3448.39,589.68,181.85,12794.5,12261.65,0
Briscoe Dickerson 2H,01-12-2023,973.54,288.24,98.33,6252.7,3333.47,0
Briscoe Dickerson 2H,01-01-2024,5981.52,583.62,193.24,12661.04,2739.73,0
Briscoe Dickerson 2H,01-02-2024,3012.2,309.92,97.82,6724.2,1619.58,0
Briscoe Dickerson 2H,01-03-2024,8354.83,612.5,182.34,13290.38,800,0
Briscoe Dickerson 2H,01-04-2024,7687.16,567.77,160.05,12321.05,800,0
Briscoe Dickerson 2H,01-05-2024,2772.57,239.06,72.55,5187.03,800.41,0
Briscoe Dickerson 2H,01-06-2024,4971.36,386.25,118.24,8380.71,801.56,0
Briscoe Dickerson 2H,01-07-2024,0,0,0,0,0,0
Briscoe Dickerson 2H,01-08-2024,0,0,0,0,0,0
Briscoe Dickerson 2H,01-09-2024,-2985.64,0,0,0,2985.64,0
Briscoe Dickerson 2H,01-10-2024,-2804.7,0,0,0,2804.7,0
Carter Unit 7H,01-11-2023,3409.72,1700.39,524.38,36893.81,22774.2,0
Carter Unit 7H,01-12-2023,7634.63,1866.95,636.96,40499.29,21107.8,0
Carter Unit 7H,01-01-2024,9659.18,1745.93,578.09,37876.47,17222,0
Carter Unit 7H,01-02-2024,-21833.48,1675.01,528.65,36341.33,47625.16,31415.22
Carter Unit 7H,01-03-2024,21016.91,1768,526.32,38363.19,6209.96,0
Carter Unit 7H,01-04-2024,14188.62,1964.37,553.75,42628.53,16065.53,0
Carter Unit 7H,01-05-2024,13071.72,1962.88,595.71,42591.77,17156.18,0
Carter Unit 7H,01-06-2024,17804.75,1781.96,545.49,38664.12,9635.6,0
Carter Unit 7H,01-07-2024,5625.24,1659.05,495.69,35996.02,19921.47,3621.1
Carter Unit 7H,01-08-2024,11817.11,1641.33,523.34,35610,13455.51,0
Carter Unit 7H,01-09-2024,4732.29,1382.52,482.66,29989.21,16551.07,0
Carter Unit 7H,01-10-2024,11550.97,1769.13,570.45,38381.97,15689.02,0
Carter Unit 8H,01-11-2023,-4306.76,1285.16,396.32,27884.44,24096.61,0
Carter Unit 8H,01-12-2023,-1259.39,1411.04,481.41,30609.47,22983.02,0
Carter Unit 8H,01-01-2024,-490.77,1319.58,436.93,28627.13,20807.57,0
Carter Unit 8H,01-02-2024,609.09,1265.97,399.56,27466.88,18884.4,0
Carter Unit 8H,01-03-2024,11858.51,1336.26,397.8,28995,8719.58,0
Carter Unit 8H,01-04-2024,3350.34,1484.68,418.49,32218.73,19515.75,0
Carter Unit 8H,01-05-2024,1603.36,1483.63,450.24,32190.97,21242.9,0
Carter Unit 8H,01-06-2024,6158.64,1346.81,412.28,29222.44,14580.82,0
Carter Unit 8H,01-07-2024,204.82,1253.81,374.64,27205.91,19103.56,0
Carter Unit 8H,01-08-2024,2541.34,1240.5,395.52,26910.72,16557.28,0
Carter Unit 8H,01-09-2024,-3680.03,1044.92,364.8,22665.93,19766.11,0
Carter Unit 8H,01-10-2024,1556.03,1337.12,431.15,29009.1,19031.95,0
Conley Hickman 2H,01-11-2023,-9473.21,578.99,178.55,12562.35,18372.31,0
Conley Hickman 2H,01-12-2023,14587.39,1105.53,377.18,23982.04,2401.25,0
Conley Hickman 2H,01-01-2024,-14281.24,844.35,279.57,18317.28,27257.12,0
Conley Hickman 2H,01-02-2024,6357.01,597.6,188.61,12965.86,2827.77,0
Conley Hickman 2H,01-03-2024,-1346.04,0,0,0,1346.04,0
Conley Hickman 2H,01-04-2024,-1011.18,0,0,0,1011.18,0
Conley Hickman 2H,01-05-2024,-1727.17,0,0,0,1727.17,0
Conley Hickman 2H,01-06-2024,-958.25,0,0,0,958.25,0
Conley Hickman 2H,01-07-2024,-17403.35,0,0,0,17403.35,5697.98
Conley Hickman 2H,01-08-2024,-1504.37,0,0,0,1504.37,0
Conley Hickman 2H,01-09-2024,-1225,0,0,0,1225,0
Conley Hickman 2H,01-10-2024,-310.09,0,0,0,310.09,0
Cora Malone 1H,01-11-2023,-3926.39,1657.51,511.15,35963.37,29450.01,0
Cora Malone 1H,01-12-2023,20753.23,1700.88,580.3,36896.75,5432.49,0
Cora Malone 1H,01-01-2024,-13211.9,1621.41,536.86,35175.11,38175.84,8629.99
Cora Malone 1H,01-02-2024,5931.67,1877.77,592.65,40740.52,22982.33,3316.56
Cora Malone 1H,01-03-2024,3794.2,1673.54,498.2,36313.57,21977.94,0
Cora Malone 1H,01-04-2024,21888.79,2017,568.59,43770.47,9175.85,0
Cora Malone 1H,01-05-2024,8449.76,1860.9,564.73,40376.91,20206.15,0
Cora Malone 1H,01-06-2024,2206.65,1515.27,463.85,32877.6,21126.93,0
Cora Malone 1H,01-07-2024,8193.19,1814.32,542.12,39368.07,19746.8,0
Cora Malone 1H,01-08-2024,5967.24,1625.02,518.14,35256.16,19054.27,0
Cora Malone 1H,01-09-2024,1641.77,1432.5,500.11,31073.43,20411.11,0
Cora Malone 1H,01-10-2024,3111.05,1469.14,473.72,31873.56,19509.9,0
Cora Malone 3H,01-11-2023,-324.38,1031.05,317.96,22370.85,16201.19,0
Cora Malone 3H,01-12-2023,12669.64,1058.02,360.97,22951.45,3619.07,0
